The 3 Amigos, 10247 Jasper Avenue, Monday, Margarita $5.99 / Mucho Guacamole $6.99 *All specials available after 2pm.
Beer Revolution, 11736 104 Avenue, Saturday, Select Unfiltered Beers $1 off *Allotted times for the daily deals listed apply only to the food specials.
Beer Revolution, 11736 104 Avenue, Sunday, All Beers $1 off / All Pizzas $5 off *Allotted times for the daily deals listed apply only to the food specials.

Beercade, 10544 82 Avenue, Tuesday, Lucky Lager (12 oz.) $2.99 / All-You-Can-Eat Tacos $6.99 (5pm to 11pm)
Beercade, 10544 82 Avenue, Wednesday, Half Price Burgers
Beercade, 10544 82 Avenue, Thursday, All 58 Rotating Taps Starting at $2 / Jager $4
Beercade, 10544 82 Avenue, Friday, Draft $4 / Shots $4 / Hi-Balls $4 (8pm to 11pm)
Beercade, 10544 82 Avenue, Saturday, All Flavours of Mike’s Hard $4 / Sour Jacks $4
Beercade, 10544 82 Avenue, Sunday, Drinks (per oz. or 12 oz. draft) $4 / Appetizers $4 off

Belgravia Hub, 7609 115 Street, Wednesday, Fritters $1 each / Pints of Alley Kat $5
Belgravia Hub, 7609 115 Street, Thursday, Feature Glass of Wine $7
Belgravia Hub, 7609 115 Street, Saturday, Sangria $5

The Billiard Club, 10505 Whyte Avenue, Everyday, Domestic & Premium Draught (18 oz.) $4.25 / Hi-balls (1 oz.) $4.25 / Wings 40¢ (Daily 4pm to 7pm)
The Billiard Club, 10505 Whyte Avenue, Monday, Jugs (56 oz.) from $13
The Billiard Club, 10505 Whyte Avenue, Tuesday, Half Price Bottles of Wine
The Billiard Club, 10505 Whyte Avenue, Wednesday, Draught (12 oz.) from $3 / Jack Daniels (1 oz.) $4.75 / Wings 40¢
The Billiard Club, 10505 Whyte Avenue, Thursday, El Jimador Tequila (1 oz.) $5.25 / Corona Bottle $5.25 / Tacos $3
The Billiard Club, 10505 Whyte Avenue, Friday, Fireball (1 oz.) & Lambs Spiced Rum (1 oz.) $5.50
The Billiard Club, 10505 Whyte Avenue, Saturday, Big Rock Draught (16 oz.) $5.75 / Jim Beam Apple (1 oz.) $5.50
The Billiard Club, 10505 Whyte Avenue, Sunday, Domestic & Premium Draught (18 oz.) $5 / Hi-balls (1 oz.) $4 / Pool $6 per hour

Billy Budd’s Lounge, 9839 63 Avenue, Monday, Hi-Balls (1 oz.) $3 / 1lb of Wings $7.95
Billy Budd’s Lounge, 9839 63 Avenue, Tuesday, Jugs of Big Rock (60 oz.) $12.95 / Half Price Pizza
Billy Budd’s Lounge, 9839 63 Avenue, Wednesday, Strongbow Cider $5 / Full Size Pasta Orders $9.95
Billy Budd’s Lounge, 9839 63 Avenue, Thursday, Corona & Dos Equis $5 / 1lb of Wings $7.95
Billy Budd’s Lounge, 9839 63 Avenue, Friday, Vodka Paralyzers (1 oz.) $4.75 / Featured Shooters (1 oz.) $3.75 / Wings 39¢ (4pm to 7pm)
Billy Budd’s Lounge, 9839 63 Avenue, Saturday + Sunday, Caesars (1 oz.) $4.75 / Breakfast Specials – Bacon Ham or Sausage & Eggs with Toast & Hash Browns $7.95 OR Steak & Eggs $9.95 (10am to 2pm)

Bistecca Italian Steakhouse & Wine Bar, 2345 111 Street, Everyday, Half off any 9 oz. Glass of Wine (Daily 4pm to 6pm & after 9pm on Friday/Saturday lounge only)

The Black Dog Freehouse, 10425 Whyte Avenue, Monday, Well Highballs $3.25 / Pints of Sleeman $4 *All pints are 20 oz. and highballs & shots are 1 oz.
The Black Dog Freehouse, 10425 Whyte Avenue, Tuesday, Pints of Big Rock $3.75 *All pints are 20 oz. and highballs & shots are 1 oz.
The Black Dog Freehouse, 10425 Whyte Avenue, Wednesday, Pints of Pabst $4 / Jager Shots $3 *All pints are 20 oz. and highballs & shots are 1 oz.
The Black Dog Freehouse, 10425 Whyte Avenue, Thursday, Pints of Big Rock $4 *All pints are 20 oz. and highballs & shots are 1 oz.
The Black Dog Freehouse, 10425 Whyte Avenue, Friday, Pints of Sleeman $4.50 / Highballs $3.75 *All pints are 20 oz. and highballs & shots are 1 oz.
The Black Dog Freehouse, 10425 Whyte Avenue, Saturday, Pints of Big Rock $3.75 & No Cover Live Music (4pm to 6pm) / Pints of Sleeman $4.50 / Bottles of Sapporo $4 *All pints are 20 oz. and highballs & shots are 1 oz.
The Black Dog Freehouse, 10425 Whyte Avenue, Sunday, Pints of Big Rock $3.75 *All pints are 20 oz. and highballs & shots are 1 oz.

Black Pearl Seafood Bar, 10132 104 Street, Tuesday, 2 Buck-a-Shuck Oysters
Black Pearl Seafood Bar, 10132 104 Street, Wednesday, Half Price Fish Tacos
Black Pearl Seafood Bar, 10132 104 Street, Thursday, Tapas $10

Blue Plate Diner, 10145 104 Street, Everyday, Pints of All Craft Beer on Tap $5 (Daily 3pm to 7pm)
Blue Plate Diner, 10145 104 Street, Tuesday, Half Price Bottles of Wine
Blue Plate Diner, 10145 104 Street, Saturday + Sunday, Mimosas & Caesars $2 off (until 1pm)

Board N Brew Cafe, 9929 103 Street, Weekdays, Yellowhead Lager Situation Gateway Wheat Highballs and Beeromsas $5 (Monday to Friday 3pm to 6pm)

Bodega Highlands, 6509 112 Avenue, Monday, Complimentary Chef’s Tapas (Monday to Thursday 4:30pm to 6:30pm)
Bodega Highlands, 6509 112 Avenue, Tuesday, Complimentary Chef’s Tapas (Monday to Thursday 4:30pm to 6:30pm)
Bodega Highlands, 6509 112 Avenue, Wednesday, Complimentary Chef’s Tapas (Monday to Thursday 4:30pm to 6:30pm)
Bodega Highlands, 6509 112 Avenue, Thursday, Complimentary Chef’s Tapas (Monday to Thursday 4:30pm to 6:30pm)

Bodega Tapas Bar at Sabor, 10220 103 Street, Sunday, Half Off Feature Wines (Sunday to Thursday 4:30pm to 6:30pm)
Bodega Tapas Bar at Sabor, 10220 103 Street, Monday, Half Off Feature Wines (Sunday to Thursday 4:30pm to 6:30pm)
Bodega Tapas Bar at Sabor, 10220 103 Street, Tuesday, Half Off Feature Wines (Sunday to Thursday 4:30pm to 6:30pm)
Bodega Tapas Bar at Sabor, 10220 103 Street, Wednesday, Half Off Feature Wines (Sunday to Thursday 4:30pm to 6:30pm)
Bodega Tapas Bar at Sabor, 10220 103 Street, Thursday, Half Off Feature Wines (Sunday to Thursday 4:30pm to 6:30pm)

Boston Pizza, 25 locations across the city – please click the link to BP’s site to find the one closest to you!, Tuesday, Gourmet Pastas $11.99

Bottega 104, 10181 104 Street, Friday, Draft Beer $6

The Bothy Wine and Whiskey Bar, 5482 Calgary Trail, Everyday, Scottish Beers $6 / Hi-Balls $5 / Mac ‘n’ Cheese $10 / Smoked Salmon on Rye $12 (Daily 3pm to 6pm)
The Bothy Wine and Whiskey Bar, 5482 Calgary Trail, Wednesday, Half Price Bottles of Select Wines
The Bothy Wine and Whiskey Bar, 5482 Calgary Trail, Thursday, Blue Cheese Sriracha PEI Mussels $12
The Bothy Wine and Whiskey Bar, 5482 Calgary Trail, Sunday, 3-Course Dinner $30

Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Monday, Big Brewskis (32 oz.) $9.99 / Steak Sandwich $16.99 *Features are available all day unless otherwise specified.
Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Tuesday, River City Raspberry Ale (20 oz.) $6.80 / Wings 45¢ (4pm to close) *Features are available all day unless otherwise specified.
Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Wednesday, Wild West Wheat Ale (20 oz.) $6.80 / Tequila Shots (1 oz.) $5.99 / Bucerias Margaritas (2 oz.) $8.99 / Fish Tacos $4.99 and Nachos $17.99 (4pm to close) *Features are available all day unless otherwise specified.
Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Thursday, Oilberta Stout (20 oz.) $6.80 / Pitchers (60 oz.) $18.99 / Pimm’s & Sprite (1 oz.) $6.99 / Fish & Chips $13.99 *Features are available all day unless otherwise specified.
Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Friday, Rig Pig Pale Ale (20 oz.) $6.80 *Features are available all day unless otherwise specified.
Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Saturday, Hammerhead Red Ale (20 oz.) $6.80 / Caesars (1 oz.) $6.99 / Growler Fills $3 off *Features are available all day unless otherwise specified.
Brewsters, 1140 91 Street (Summerside) or 11620 104 Street (Oliver Square) or 15820 87 Avenue (Meadowlark) or 2335 111 Street (Century Park) or 15327 Castledowns Road, Sunday, Seasonal Brews (20 oz.) $6.80 / Caesars (1 oz.) $6.99 *Features are available all day unless otherwise specified.

Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Weekdays, Social Soda Lager & Wine $4 / All Social Starters $4 off (Monday to Friday 3pm to 6pm)
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Sunday, Social Drinks $4 (Sunday to Thursday 9pm to close)
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Monday, Social Drinks $4 (Sunday to Thursday 9pm to close)
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Tuesday, Social Drinks $4 (Sunday to Thursday 9pm to close)
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Wednesday, Social Drinks $4 (Sunday to Thursday 9pm to close)
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Thursday, Social Drinks $4 (Sunday to Thursday 9pm to close)
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Monday + Sunday, All Pizzas $12
Browns Socialhouse, 5210 Windermere Blvd. or 1010 Webber Green Dr. (West Henday) or 2511 17 Street (Tamarack) or 15331 37 Street (Manning), Everyday, Wings & Dry Ribs $7 (Manning location only; Daily 3pm to 6pm)

BRU Coffee + Beer House, 11965 Jasper Avenue, Morning Hour, Free Coffee with Purchase of Any Hot Breakfast (Monday to Friday 7am to 10am; available until August 31)
BRU Coffee + Beer House, 11965 Jasper Avenue, Monday, Half Price Sandwich with Purchase of a Drink
BRU Coffee + Beer House, 11965 Jasper Avenue, Tuesday, Pints (20 oz.) $6.50 (All Day)
BRU Coffee + Beer House, 11965 Jasper Avenue, Wednesday, Bottles of Wine 30% off with Purchase of Food
BRU Coffee + Beer House, 11965 Jasper Avenue, Friday, Charcuterie Board for Two $20

Buco Pizzeria, 130 Bellerose Drive (St. Albert), Everyday, Assaggini $3 each / Pizza to Stay $10 / Pizza to Go $12 / Birra Peroni (20 oz.) $6 / Prosecco (5 oz.) $6 (Daily 3pm to 5pm & 9pm to close; Peroni & Prosecco only available from 3pm to 5pm)
Buco Pizzeria, 130 Bellerose Drive (St. Albert), Monday, Bring Your Own Wine – Free Corkage
Buco Pizzeria, 130 Bellerose Drive (St. Albert), Tuesday, Pints on Tap (20 oz.) $6
Buco Pizzeria, 130 Bellerose Drive (St. Albert), Wednesday, All Day Feature Cocktail (2 oz.) $5
Buco Pizzeria, 130 Bellerose Drive (St. Albert), Thursday, Featured Wine by the Glass (6 oz.) $6
Buco Pizzeria, 130 Bellerose Drive (St. Albert), Sunday, All Day Feature Spritz (2 oz.) $5

The Buckingham (a.k.a. The Buck), 10439 82 Avenue, Wednesday, Yellowhead & PBR Pitchers $10 / Vegan Wings $8 (6pm to close)

Cactus Club Cafe, 11130 Jasper Avenue or 8882 170 Street, Everyday, Longboard Lager (14 oz.) $3 / Granville Island Summer Ale (14 oz.) $4 / The Bellini (1.3 oz. spirit + 1 oz. wine) $4 / Frosé (0.2 oz. spirit + 4 oz. wine) $4 / Happy Hour Red or White Wine (6 oz.) $4 / Fish Taco $3 each / Truffle Fries $3 / Mini Crispy Chicken Sandwich $3 each / Mini Burger $3 each (Daily 2pm to 6pm & Sunday to Thursday 9pm to close)
Cactus Club Cafe, 11130 Jasper Avenue or 8882 170 Street, Monday, Udder Pale Ale $4
Cactus Club Cafe, 11130 Jasper Avenue or 8882 170 Street, Tuesday, The Bellini $5.75 / Half Price Bottles of Wine (only at Jasper Avenue location)
Cactus Club Cafe, 11130 Jasper Avenue or 8882 170 Street, Sunday, Signature Caesar $5.75 / All Day Happy Hour (only at Jasper Avenue location)

Cafe Blackbird, 9640 142 Street, Monday, House Wine (6 oz.) $6
Cafe Blackbird, 9640 142 Street, Wednesday, Half Price Bottles of Wine
Cafe Blackbird, 9640 142 Street, Thursday, Craft Beer & Croque-Monsieur $12

Cafe Linnea, 10932 119 Street, Tuesday, Family Style 3-Course Prix-Fixe Menu $30 per person

The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Weekdays, All Beer Steins $4.99 (until 7pm) *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Monday, Tankards of Mill Street $7.99 / Cracked Pepper & Sea Salted Dry Ribs $5.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Tuesday, Buckets of 4 Twisted Tea & Corona $19.99 or $4.99 per bottle / Shots of Jose Cuervo Tequila $4.99 / Beef Tacos $2.49 / Chicken Tacos $2.99 / 3 Taco Meal (Braised Beef Crispy Fish or Donair) $10.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Wednesday, Tankards of Every Beer on Tap $7.99 / 1 lb of Regular or Boneless Wings $5.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Thursday, Tankards of Alexander Keith’s IPA $7.99 / Half Price Bottles of Reserve Wine / Glasses of Wine $1 off / Basket of 10 Jumbo Shrimp $5.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Friday, Tankards of Coors Banquet $7.99 / Buckets of 4 Coors Banquet Stubbies $27.99 or $6.99 each / Flavoured Fridays (2 oz. vodka mix & match) $9.99 / Prime Rib Dinner $16.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Saturday, Tankards of Shock Top $7.99 / Jug of Red or White Sangria (50 oz.) $34.99 / Glass of Red or White Sangria $5.99 / 10 oz. New York Strip Loin & Shrimp Dinner $20.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Sunday, Tankards of Stanley Park $7.99 / Premium Highballs $4.99 / 2 Topping 8″ Pizza $5.99 *All daily specials start at 4pm.
The Canadian Brewhouse, 10338 109 Street (Downtown) or 12711 97 Street (North) or 9538 Ellerslie Road (South), Weekends, Caesars $5.99 (until 4pm) *All daily specials start at 4pm.

Cask & Barrel, 10041 104 Street, Weekdays, Select Pints Highballs (1 oz.) & House Wine (6 oz.) $5 (Monday to Friday 4pm to 7pm)
Cask & Barrel, 10041 104 Street, Monday, All Domestic Beer Bottles $1.50 off
Cask & Barrel, 10041 104 Street, Tuesday, Buy a Double Scotch and the 2nd oz. is Half Price
Cask & Barrel, 10041 104 Street, Wednesday, Buy a 6 oz. Glass of Wine and get a 9 oz. pour
Cask & Barrel, 10041 104 Street, Thursday, All Imported Beer Bottles $1.50 off
Cask & Barrel, 10041 104 Street, Saturday, Draft Beer $5

Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Weekdays, Banquet Sleeves & House Wine $2.75 (Monday to Friday 3pm to 6pm)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Weekdays, Pints & Well Spirits $4 (Monday to Friday 9pm to close)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Monday, Signature Burgers $9.99 (All Day)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Tuesday, Half Price Perogies Pickles Pretzels & Nutella Cheesecake (6pm to close)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Wednesday, Half Price Jerry’s Crispy Ribs (6pm to close)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Thursday, Central Steak Sandwich $12.99 (11am to 3pm)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Saturday, Frosè Sangria & Bellini $5 (10am to 6pm)
Central Social Hall, 10909 Jasper Avenue (Edmonton) or 525 St. Albert Trail (St. Albert), Sunday, Table Side Mimosas with Pasque Prosecco Bottles $20 (10am to 3pm) / Frosè Sangria & Bellini $5 (10am to 6pm) / Craft Pints & Premium Spirits $4 + Flatbreads $10 (Edmonton 9pm to close; St. Albert 6pm to close)

Cha Island Cafe & Lounge, 10332 81 Avenue, Everyday, Bar Menu $1 off (Daily 4:30pm to 8pm)
Cha Island Cafe & Lounge, 10332 81 Avenue, Monday, Milkshakes $6 / Mojitos $8
Cha Island Cafe & Lounge, 10332 81 Avenue, Tuesday, Pints (20 oz.) $5
Cha Island Cafe & Lounge, 10332 81 Avenue, Wednesday, Wine $5 / All Waffles $5
Cha Island Cafe & Lounge, 10332 81 Avenue, Thursday, All Rum $5

Chartier, 5012 50 Street (Beaumont), Tuesday, Beer $4 / Wine $6 (Tuesday to Thursday 4pm to 6pm)
Chartier, 5012 50 Street (Beaumont), Wednesday, Beer $4 / Wine $6 (Tuesday to Thursday 4pm to 6pm)
Chartier, 5012 50 Street (Beaumont), Thursday, Beer $4 / Wine $6 (Tuesday to Thursday 4pm to 6pm)

